ts,symbol,rec_type,llm_action,llm_urgency,llm_conf,spot_parsed,old_strike,new_strike,old_exp,new_exp,new_dte,new_delta,close_px,open_px,net_cash_sh,status,board_reason,D_ACTION,D_PROMO,D_SAMEEXP,D_NETDEBIT,n_legs,actions,llm_summary,llm_warnings,spot_at_eval,rth_high,delta_dollars,strike_breached_intraday,b4_close_without_recover,old_leap_px,has_new_leap,sold_leap,closed_short,b4_subtype
2026-06-25T13:13:52+00:00,CIFR,roll_short,HOLD,routine,91,26.22,27.5,29.0,2026-06-26,2026-07-02,7,0.303,0.55,0.77,0.22,board_rejected,approval timeout,1,0,0,0,2,"roll_short_call_close,roll_short_call_open","confidence] With 1 DTE remaining and spot at $26.22 vs. strike $27.50, the underlying is 4.87% BELOW the strike — well outside the ±1.5% ATM zone that would trigger concern. The short call carries $0.55/sh of pure extrinsic value that decays to zero by tomorrow's expiry if spot stays below $27.50. Closing now costs $110/contract in extrinsic that would otherwise be collected for free; the roll-vs-","With 1 DTE remaining and spot at $26.22 vs. strike $27.50, the underlying is 4.87% BELOW the strike — well outside the ±1.5% ATM zone that would trigger concern. The short call carries $0.55/sh of pure extrinsic value that decays to zero by tomorrow's expiry if spot stays below $27.50. Closing now c",26.22,28.08,1.86,1,0,,0,0,1,
2026-06-25T13:13:55+00:00,BULL,roll_short,HOLD,routine,95,6.71,7.5,7.0,2026-06-26,2026-07-02,7,0.361,0.02,0.16,0.14,board_rejected,approval timeout,1,0,0,0,2,"roll_short_call_close,roll_short_call_open","confidence] Terminal-DTE rule applies: with 1 DTE and spot $6.71 vs strike $7.50, the underlying is approximately 10.5% below the short strike — well outside the ±1.5% ATM zone. The short has zero intrinsic value and only $0.02/sh extrinsic left. Closing now costs $4.00 total vs collecting $0.00 at expiry (net $4.00 theta saved by waiting). The roll-vs-wait breakeven requires spot to reach $7.52 (","Terminal-DTE rule applies: with 1 DTE and spot $6.71 vs strike $7.50, the underlying is approximately 10.5% below the short strike — well outside the ±1.5% ATM zone. The short has zero intrinsic value and only $0.02/sh extrinsic left. Closing now costs $4.00 total vs collecting $0.00 at expiry (net ",,,,,0,,0,0,1,
2026-06-25T13:13:56+00:00,RIOT,roll_short,HOLD,routine,95,27.42,31.5,,2026-06-26,,,,0.06,,,board_rejected,approval timeout,1,0,0,0,1,roll_short_call_close,"confidence] The Terminal-DTE Override (Rule 4) applies directly: with 1 DTE and spot $27.42 vs strike $31.50, the underlying is approximately 12.7% BELOW the strike — far outside the ±1.5% ATM zone that would warrant concern. The short call mark is $0.06/sh (all extrinsic, zero intrinsic), and the roll-vs-wait breakeven requires stock to reach $31.56 at expiry (+15.1% from here), which is implausi","The Terminal-DTE Override (Rule 4) applies directly: with 1 DTE and spot $27.42 vs strike $31.50, the underlying is approximately 12.7% BELOW the strike — far outside the ±1.5% ATM zone that would warrant concern. The short call mark is $0.06/sh (all extrinsic, zero intrinsic), and the roll-vs-wait ",,,,,1,,0,0,1,uncovered
2026-06-25T13:13:58+00:00,BLSH,roll_short,ROLL_SHORT,routine,95,23.47,27.0,,2026-06-26,,,,0.01,,,board_rejected,orphan backfill 2026-07-08 (cause=resume_write_failed_or_reg,0,0,0,0,1,roll_short_call_close,"confidence] With 1 DTE and a mark of $0.01/sh (pure extrinsic, essentially zero), the short call has captured virtually all available theta. The underlying at $23.47 is 13.1% below the $27.00 strike, so there is zero assignment risk and no breach condition. The terminal-DTE override (Rule 4) defaults to HOLD when the underlying is within ±1.5% of strike, but here spot is far OTM — the short is eff","With 1 DTE and a mark of $0.01/sh (pure extrinsic, essentially zero), the short call has captured virtually all available theta. The underlying at $23.47 is 13.1% below the $27.00 strike, so there is zero assignment risk and no breach condition. The terminal-DTE override (Rule 4) defaults to HOLD wh",,,,,1,,0,0,1,uncovered
2026-06-25T13:14:00+00:00,TSLA,roll_short,HOLD,routine,88,375.53,397.5,,2026-06-26,,,,0.56,,,board_rejected,approval timeout,1,0,0,0,1,roll_short_call_close,"confidence] Rule 7 (Terminal-DTE Override) governs: the short has 1 DTE and the underlying ($375.53) is 5.8% BELOW the short strike ($397.50), placing it well outside the ±1.5% ATM breach zone. The short is entirely extrinsic ($0.56/sh, $0.00 intrinsic), and with no breach condition (a) triggered — underlying is not above strike — there is no justification to roll early and forfeit the remaining $","Rule 7 (Terminal-DTE Override) governs: the short has 1 DTE and the underlying ($375.53) is 5.8% BELOW the short strike ($397.50), placing it well outside the ±1.5% ATM breach zone. The short is entirely extrinsic ($0.56/sh, $0.00 intrinsic), and with no breach condition (a) triggered — underlying i",,,,,1,,0,0,1,uncovered
2026-06-26T13:27:05+00:00,CIFR,roll_leap,ROLL_LEAP,urgent,97,,29.0,,2026-07-02,,,,0.43,,,board_rejected,orphan backfill 2026-07-08 (cause=resume_write_failed_or_reg,0,0,0,0,2,"roll_leap_close_short,roll_leap_close","confidence] The LEAP (CIFR 2027-01-15 C7.00) shows delta 0.00, which is structurally impossible given CIFR is trading at $25.68 — 267% above the $7.00 strike with 203 DTE remaining. A deep ITM LEAPS on a $25.68 underlying should carry delta near 0.90-0.98. This is either a data feed error or a genuine pricing anomaly, but Rule 5 hard-codes: 'If LEAP delta > 0.95, treat as deep ITM equity — close o",,25.68,26.13,0.45,0,1,0.0,0,1,1,fully_naked
2026-06-29T12:34:57+00:00,STRC,cover_leap,,,,,,80.0,,2026-07-17,18,0.405,,3.85,,board_rejected,approval timeout,0,0,0,0,1,open_short_call,,,,,,,,,0,0,0,
2026-06-29T12:34:57+00:00,CIFR,roll_leap,ROLL_LEAP,elevated,95,,29.0,,2026-07-02,,,,0.44,,,board_rejected,approval timeout,0,0,0,0,2,"roll_leap_close_short,roll_leap_close","confidence] Rule 5 hard-codes: 'If LEAP delta > 0.95, treat as deep ITM equity — close or roll deep.' The CIFR Jan-2027 C7.00 carries a 0.98 delta, meaning it behaves almost identically to 100 shares of stock with virtually no optionality premium remaining. The deterministic guard (_promote_to_roll_leap_if_hard_rule) would also promote any roll_short to roll_leap here. The correct sequence is: clo",,25.94,26.88,0.94,0,1,0.0,0,1,1,fully_naked
2026-06-29T12:34:58+00:00,TSLA,roll_short,HOLD,routine,93,379.71,390.0,,2026-06-29,,,,1.01,,,board_rejected,approval timeout,1,0,0,0,1,roll_short_call_close,"confidence] Rule 7 (Terminal-DTE Override) governs: the short is at 0 DTE and the underlying ($379.71) is 2.71% BELOW the $390 strike, well within the ±1.5% ATM zone trigger and actually OTM — none of the three override conditions (a/b/c) are met. The entire $1.01/sh mark is extrinsic premium that decays to zero by close; buying it back now costs $101/contract for zero benefit. The roll-vs-wait br","Rule 7 (Terminal-DTE Override) governs: the short is at 0 DTE and the underlying ($379.71) is 2.71% BELOW the $390 strike, well within the ±1.5% ATM zone trigger and actually OTM — none of the three override conditions (a/b/c) are met. The entire $1.01/sh mark is extrinsic premium that decays to zer",,,,,1,,0,0,1,uncovered
2026-06-30T12:35:46+00:00,STRC,cover_leap,,,,,,95.0,,2026-07-17,17,0.127,,0.53,,board_rejected,approval timeout,0,0,0,0,1,open_short_call,,,,,,,,,0,0,0,
2026-06-30T12:35:46+00:00,RKLB,roll_short,ROLL_SHORT,elevated,82,98.01,93.0,105.0,2026-07-02,2026-07-10,10,0.366,6.95,3.63,-3.32,board_rejected,approval timeout,0,0,0,1,2,"roll_short_call_close,roll_short_call_open","confidence] The short $93C is at exactly 2 DTE, triggering the standard roll window. However, the Terminal-DTE Override (Rule 4) must be evaluated first: spot $98.01 is 5.4% above the $93 strike, which exceeds the ±1.5% ATM zone threshold — this is a genuine breach (Override condition 'a' fires), so HOLD is NOT appropriate here. The breach classifies as Major (3-8% above strike: 5.4%), which norma","The short $93C is at exactly 2 DTE, triggering the standard roll window. However, the Terminal-DTE Override (Rule 4) must be evaluated first: spot $98.01 is 5.4% above the $93 strike, which exceeds the ±1.5% ATM zone threshold — this is a genuine breach (Override condition 'a' fires), so HOLD is NOT",,,,,0,,0,0,1,
2026-06-30T12:35:52+00:00,RIOT,roll_short,HOLD,routine,92,27.75,30.0,30.5,2026-07-02,2026-07-10,10,0.299,0.3,0.75,0.45,board_rejected,approval timeout,1,0,0,0,2,"roll_short_call_close,roll_short_call_open","confidence] With 2 DTE and spot at $27.75, the short $30 call is 7.7% OTM — well outside the ±1.5% ATM zone that would trigger a breach concern. The current mark is $0.30/sh of pure extrinsic (zero intrinsic), and the roll-vs-wait breakeven requires the stock to reach $30.30 (+9.19%) by expiry, which is implausible in 2 days absent a major catalyst. Holding captures the full remaining $150 in thet",,,,,,0,,0,0,1,
2026-06-30T12:35:55+00:00,MSTR,roll_short,HOLD,routine,87,92.68,95.0,,2026-07-02,,,,2.9,,,board_rejected,approval timeout,1,0,0,0,1,roll_short_call_close,"confidence] Rule 7 (Terminal-DTE Override) governs: with exactly 2 DTE and the underlying at $92.68 vs. the $95 strike, the stock is 2.51% BELOW the strike — well inside the ±1.5% ATM zone and actually OTM, not breached. The entire $2.90/sh mark is pure extrinsic premium that decays to zero by Friday expiry if the stock stays below $95. Rolling now would crystallize a $580 buyback cost and forfeit","Rule 7 (Terminal-DTE Override) governs: with exactly 2 DTE and the underlying at $92.68 vs. the $95 strike, the stock is 2.51% BELOW the strike — well inside the ±1.5% ATM zone and actually OTM, not breached. The entire $2.90/sh mark is pure extrinsic premium that decays to zero by Friday expiry if ",,,,,1,,0,0,1,uncovered
2026-06-30T12:36:02+00:00,BULL,roll_short,HOLD,routine,88,6.75,7.0,7.0,2026-07-02,2026-07-10,10,0.401,0.1,0.21,0.11,board_rejected,approval timeout,1,0,0,0,2,"roll_short_call_close,roll_short_call_open","confidence] Current spot ($6.75) is 3.57% BELOW the $7.00 strike, well inside the ±1.5% ATM zone and on the OTM side, so there is zero intrinsic value and $0.10/sh of pure extrinsic that will decay to $0.00 by Friday expiry. The roll-vs-wait breakeven requires the stock to reach $7.10 (+5.19% from here) by expiration — with spot at $6.75 that is a very high bar. Rolling now would cost $20.00/contr","Current spot ($6.75) is 3.57% BELOW the $7.00 strike, well inside the ±1.5% ATM zone and on the OTM side, so there is zero intrinsic value and $0.10/sh of pure extrinsic that will decay to $0.00 by Friday expiry. The roll-vs-wait breakeven requires the stock to reach $7.10 (+5.19% from here) by expi",,,,,0,,0,0,1,
2026-06-30T12:36:04+00:00,SMR,roll_short,HOLD,routine,91,10.26,10.5,11.0,2026-07-02,2026-07-10,10,0.374,0.29,0.41,0.12,board_rejected,approval timeout,1,0,0,0,2,"roll_short_call_close,roll_short_call_open","confidence] The short leg carries $0.29/sh of pure extrinsic value with zero intrinsic, and spot ($10.26) is 2.3% below the $10.50 strike — well inside the ±1.5% ATM zone trigger but on the downside, meaning the short is OTM and decaying favorably. The roll-vs-wait breakeven requires the stock to reach $10.79 (+5.17%) by expiry; with 2 DTE and no imminent catalyst, that move is unlikely. Rolling n","⚠️ If SMR gaps up >2.4% overnight and breaches $10.50 with <1 DTE remaining, reassess for a minor-breach roll-up-and-out at 7 DTE (delta 0.25–0.35) — but do not act preemptively on current data. | LEAP average cost of $7.82/sh vs. current intrinsic of $0.26/sh reflects a large unrealized loss on the",,,,,0,,0,0,1,
2026-06-30T12:36:06+00:00,BLSH,roll_short,HOLD,routine,92,23.69,25.5,,2026-07-02,,,,0.23,,,board_rejected,approval timeout,1,0,0,0,1,roll_short_call_close,"confidence] Terminal-DTE rule applies: with 2 DTE and spot $23.69 vs strike $25.50 (7.6% OTM), the short is entirely extrinsic ($0.23/sh) and will decay to zero by Friday expiry if spot stays below $25.73. Rolling now costs $23.00/contract to close and sacrifices theta that will be collected for free by holding. The roll-vs-wait breakeven requires an +8.61% move in 2 days, which is a >2σ implied m","Terminal-DTE rule applies: with 2 DTE and spot $23.69 vs strike $25.50 (7.6% OTM), the short is entirely extrinsic ($0.23/sh) and will decay to zero by Friday expiry if spot stays below $25.73. Rolling now costs $23.00/contract to close and sacrifices theta that will be collected for free by holding",,,,,1,,0,0,1,uncovered
2026-06-30T12:36:09+00:00,TSLA,roll_short,ROLL_SHORT,elevated,82,411.84,395.0,,2026-07-01,,,,18.28,,,risk_rejected,,0,0,0,0,1,roll_short_call_close,"confidence] At 1 DTE with the underlying at $411.84, the short $395 strike is breached by ~4.3% — this is a MAJOR breach (3-10% above strike), triggering a halfway roll per BLACK SHEEP rules. The halfway midpoint is ($395 + $411.84) / 2 = $403.42, rounded to the nearest listed strike near $403-404. Terminal-DTE override (Rule 7) defaults to HOLD only when the underlying is within ±1.5% of the stri","At 1 DTE with the underlying at $411.84, the short $395 strike is breached by ~4.3% — this is a MAJOR breach (3-10% above strike), triggering a halfway roll per BLACK SHEEP rules. The halfway midpoint is ($395 + $411.84) / 2 = $403.42, rounded to the nearest listed strike near $403-404. Terminal-DTE",,,,,1,,0,0,1,uncovered
2026-06-30T12:36:15+00:00,CIFR,roll_short,HOLD,routine,93,24.83,29.0,25.0,2026-07-02,2026-07-10,10,0.527,0.12,1.85,1.73,board_rejected,approval timeout,1,0,0,0,2,"roll_short_call_close,roll_short_call_open","confidence] With spot at $24.83 and the short strike at $29.00, the underlying is 16.8% below the strike — far outside the ±1.5% ATM zone that would trigger a roll concern. The short call is entirely extrinsic ($0.12/sh) with zero intrinsic value, and the roll-vs-wait breakeven requires the stock to reach $29.12 (+17.28%) by expiry — an implausible move in 2 DTE on a name trading well below strike","With spot at $24.83 and the short strike at $29.00, the underlying is 16.8% below the strike — far outside the ±1.5% ATM zone that would trigger a roll concern. The short call is entirely extrinsic ($0.12/sh) with zero intrinsic value, and the roll-vs-wait breakeven requires the stock to reach $29.1",24.83,24.755,-0.075,0,0,,0,0,1,
2026-06-30T12:36:17+00:00,OPEN,roll_short,HOLD,routine,93,,5.0,5.0,2026-07-02,2026-07-10,10,0.299,0.03,0.11,0.08,board_rejected,approval timeout,1,0,0,0,2,"roll_short_call_close,roll_short_call_open","confidence] With OPEN trading at $4.60 and the short strike at $5.00, the underlying is 8.7% below the strike — well outside the ±1.5% ATM zone that would trigger a hold override. The short has only $0.03/sh of extrinsic value remaining and zero intrinsic value; closing now costs $6.00 in total close cost versus $0.00 at expiry if stock stays below $5.00. The roll-vs-wait breakeven requires the st",,,,,,0,,0,0,1,
2026-06-30T12:36:19+00:00,IREN,roll_short,HOLD,routine,92,45.91,49.5,53.0,2026-07-02,2026-07-10,10,0.245,0.8,1.12,0.32,board_rejected,orphan backfill 2026-07-08 (cause=resume_write_failed_or_reg,1,0,0,0,2,"roll_short_call_close,roll_short_call_open","confidence] With spot at $45.91 and the short strike at $49.50, the underlying is 7.8% below the strike — well outside the ±1.5% ATM zone that would trigger a hold override. The Terminal-DTE rule (Rule 4) applies cleanly: the short is 100% extrinsic ($0.80/sh), intrinsic is $0.00, and the roll-vs-wait breakeven requires the stock to reach $50.30 (+9.56%) by expiry — an implausible move in 2 DTE gi","With spot at $45.91 and the short strike at $49.50, the underlying is 7.8% below the strike — well outside the ±1.5% ATM zone that would trigger a hold override. The Terminal-DTE rule (Rule 4) applies cleanly: the short is 100% extrinsic ($0.80/sh), intrinsic is $0.00, and the roll-vs-wait breakeven",,,,,0,,0,0,1,
2026-07-01T12:35:30+00:00,STRC,cover_leap,,,,,,90.0,,2026-07-17,16,0.286,,1.35,,board_rejected,orphan backfill 2026-07-08 (cause=resume_write_failed_or_reg,0,0,0,0,1,open_short_call,,,,,,,,,0,0,0,
2026-07-01T12:35:30+00:00,RKLB,roll_short,ROLL_SHORT,urgent,82,101.65,93.0,106.0,2026-07-02,2026-07-17,16,0.458,9.65,6.3,-3.35,board_rejected,approval window expired — boot recovery (wait cancelled by r,0,0,0,1,2,"roll_short_call_close,roll_short_call_open","confidence] At 1 DTE the terminal-DTE override would normally suggest holding to capture the remaining $1.00/sh extrinsic, but the underlying is 9.3% above the $93 strike — well past the 1.5% ATM-zone threshold that triggers override condition (a), so HOLD is released. This is a Runaway breach (>8% above strike). The LEAP (569 DTE, delta 0.78) is healthy and well within the 0.55-0.80 acceptable ra","At 1 DTE the terminal-DTE override would normally suggest holding to capture the remaining $1.00/sh extrinsic, but the underlying is 9.3% above the $93 strike — well past the 1.5% ATM-zone threshold that triggers override condition (a), so HOLD is released. This is a Runaway breach (>8% above strike",,,,,0,,0,0,1,
2026-07-02T12:32:55+00:00,STRC,cover_leap,,,,,,100.0,,2026-07-17,15,0.007,,0.01,,board_rejected,orphan backfill 2026-07-08 (cause=resume_write_failed_or_reg,0,0,0,0,1,open_short_call,,,,,,,,,0,0,0,
2026-07-02T12:32:55+00:00,BLSH,roll_short,ROLL_SHORT,elevated,92,25.23,25.5,,2026-07-02,,,,0.29,,,board_rejected,approval timeout,0,0,0,0,1,roll_short_call_close,"confidence] The short is at 0 DTE and $0.29/sh extrinsic, which is above the $0.15 cycle-continuity threshold — meaning the deterministic cycle-continuity force-roll does not fire automatically. However, the terminal-DTE override analysis shows the roll-vs-wait breakeven is $25.79 (+2.22%), and with spot at $25.23 the stock is only -1.1% below strike (ATM zone). The time-release window (anchored t","The short is at 0 DTE and $0.29/sh extrinsic, which is above the $0.15 cycle-continuity threshold — meaning the deterministic cycle-continuity force-roll does not fire automatically. However, the terminal-DTE override analysis shows the roll-vs-wait breakeven is $25.79 (+2.22%), and with spot at $25",,,,,1,,0,0,1,uncovered
2026-07-02T12:32:58+00:00,BULL,roll_short,ROLL_SHORT,urgent,92,7.18,7.0,7.0,2026-07-02,2026-07-10,8,0.624,0.21,0.38,0.17,board_rejected,approval timeout,0,0,0,0,2,"roll_short_call_close,roll_short_call_open","confidence] The short leg is at 0 DTE with extrinsic of $0.03/sh ($6.00/contract), which is at or below the cycle-continuity extrinsic threshold ($0.15/sh default), triggering the deterministic cycle-continuity release path regardless of time. The position is ITM by 2.6% (spot $7.18 vs strike $7.00), which exceeds the ±1.5% ATM zone that would otherwise support a hold — this is a genuine minor bre","The short leg is at 0 DTE with extrinsic of $0.03/sh ($6.00/contract), which is at or below the cycle-continuity extrinsic threshold ($0.15/sh default), triggering the deterministic cycle-continuity release path regardless of time. The position is ITM by 2.6% (spot $7.18 vs strike $7.00), which exce",,,,,0,,0,0,1,
2026-07-02T12:32:59+00:00,OPEN,roll_short,ROLL_SHORT,urgent,92,4.94,5.0,7.5,2026-07-02,2026-07-10,8,0.028,0.08,0.01,-0.07,board_rejected,approval window expired — boot recovery (wait cancelled by r,0,0,0,1,2,"roll_short_call_close,roll_short_call_open","confidence] The short $5.00 call expires today (0 DTE) with only $0.08/sh extrinsic remaining and zero intrinsic — the terminal-DTE override applies. However, the deterministic cycle-continuity guard checks whether extrinsic <= $0.15/sh at 0 DTE; at $0.08/sh the position is at or near that threshold, and the time-gate release window (within 60 minutes of close) forces a roll_short to maintain cont","The short $5.00 call expires today (0 DTE) with only $0.08/sh extrinsic remaining and zero intrinsic — the terminal-DTE override applies. However, the deterministic cycle-continuity guard checks whether extrinsic <= $0.15/sh at 0 DTE; at $0.08/sh the position is at or near that threshold, and the ti",,,,,0,,0,0,1,
2026-07-03T12:32:14+00:00,STRC,cover_leap,,,,,,100.0,,2026-07-17,14,0.007,,0.01,,board_rejected,approval timeout,0,0,0,0,1,open_short_call,,,,,,,,,0,0,0,
2026-07-03T12:32:14+00:00,HOOD,roll_short,ROLL_SHORT_EARLY,elevated,82,112.73,108.0,117.0,2026-07-24,2026-07-17,14,0.426,10.35,4.53,-5.82,board_rejected,approval timeout,0,0,0,1,2,"roll_short_call_close,roll_short_call_open","confidence] The short $108 strike is breached by 4.4% ($112.73 spot), placing this squarely in the Major breach band (3-8% above strike), which mandates a roll up-and-out to 21 DTE targeting delta 0.30-0.40 and requiring a net credit. The short leg carries $5.62/sh of extrinsic value remaining, so there is meaningful premium to harvest in the roll. Combined PMCC P/L: LEAP cost $63.60/sh vs intrins","The short $108 strike is breached by 4.4% ($112.73 spot), placing this squarely in the Major breach band (3-8% above strike), which mandates a roll up-and-out to 21 DTE targeting delta 0.30-0.40 and requiring a net credit. The short leg carries $5.62/sh of extrinsic value remaining, so there is mean",,,,,0,,0,0,1,
2026-07-03T12:32:17+00:00,CIFR,roll_leap,ROLL_LEAP,elevated,95,20.04,24.0,,2026-07-10,,,,0.25,,,board_rejected,orphan backfill 2026-07-08 (cause=resume_write_failed_or_reg,0,0,0,0,2,"roll_leap_close_short,roll_leap_close","confidence] Rule 5 hard rule states: if LEAP delta >= 0.95, treat as deep ITM equity and close or roll deep. The CIFR 7-strike LEAP is now delta 0.95 with the underlying at $20.04 (+186% above strike), meaning it behaves almost entirely as stock with minimal optionality benefit and maximum assignment/pin risk on the short leg. The deterministic guard (_promote_to_roll_leap_if_hard_rule) will also ",,20.04,,,,1,0.0,0,1,1,fully_naked
2026-07-06T12:36:00+00:00,STRC,cover_leap,,,,,,100.0,,2026-07-17,11,0.007,,0.01,,board_rejected,approval timeout,0,0,0,0,1,open_short_call,,,,,,,,,0,0,0,
2026-07-06T12:36:00+00:00,CIFR,roll_leap,ROLL_LEAP,elevated,95,,24.0,,2026-07-10,,,,0.25,,,board_rejected,approval timeout,0,0,0,0,2,"roll_leap_close,roll_leap_close_short","confidence] The CIFR 2027-01-15 C7.00 LEAP carries a delta of 0.95, breaching the Hard Rule threshold that requires treating it as deep ITM equity and rolling or closing. Rule 6 also mandates rolling the LEAP when delta exceeds 0.80 (acceptable ceiling). With 193 DTE remaining the LEAP is not yet at the 120-DTE time-based roll trigger, but the delta breach is the controlling condition. The short C","The CIFR 2027-01-15 C7.00 LEAP carries a delta of 0.95, breaching the Hard Rule threshold that requires treating it as deep ITM equity and rolling or closing. Rule 6 also mandates rolling the LEAP when delta exceeds 0.80 (acceptable ceiling). With 193 DTE remaining the LEAP is not yet at the 120-DTE",20.04,22.6,2.56,0,1,0.0,0,1,1,fully_naked
2026-07-07T12:35:29+00:00,STRC,cover_leap,,,,,,100.0,,2026-07-17,10,0.007,,0.01,,board_rejected,orphan backfill 2026-07-08 (cause=resume_write_failed_or_reg,0,0,0,0,1,open_short_call,,,,,,,,,0,0,0,
2026-07-07T12:35:29+00:00,CIFR,roll_leap,ROLL_LEAP,elevated,95,21.73,24.0,,2026-07-10,,,,0.5,,,board_rejected,orphan backfill 2026-07-08 (cause=resume_write_failed_or_reg,0,0,0,0,2,"roll_leap_close,roll_leap_close_short","confidence] The LEAP (CIFR Jan 2027 C7.00) has a delta of 0.97, breaching the hard rule ceiling of 0.95 — at this level it behaves as near-pure equity with minimal leverage benefit and maximum assignment/pin risk on the short leg. Per Rule 5, this must be treated as deep ITM equity and rolled. The short call (C24 expiring Jul 10, 3 DTE) is currently at-the-money with $0.50 extrinsic and 0% profit ","The LEAP (CIFR Jan 2027 C7.00) has a delta of 0.97, breaching the hard rule ceiling of 0.95 — at this level it behaves as near-pure equity with minimal leverage benefit and maximum assignment/pin risk on the short leg. Per Rule 5, this must be treated as deep ITM equity and rolled. The short call (C",21.73,21.2,-0.53,0,1,0.0,0,1,1,fully_naked
2026-07-07T12:35:30+00:00,HOOD,roll_short,ROLL_SHORT_EARLY,urgent,91,,108.0,130.0,2026-07-24,2026-07-24,17,0.291,13.18,3.1,-10.08,board_rejected,approval timeout,0,0,1,1,2,"roll_short_call_close,roll_short_call_open","confidence] At $117.55 vs $108.00 strike, the short is 8.8% ITM — squarely in the Runaway breach tier (≥8%). The Runaway rule permits closing the short and holding the LEAP naked only if LEAP DTE > 270 AND VIX < 30; LEAP DTE is 192 (fails the 270 threshold), so naked-LEAP is not permitted. The correct action is a Major/Runaway defensive roll: up-and-out to 21 DTE, targeting delta 0.30-0.40, and th","At $117.55 vs $108.00 strike, the short is 8.8% ITM — squarely in the Runaway breach tier (≥8%). The Runaway rule permits closing the short and holding the LEAP naked only if LEAP DTE > 270 AND VIX < 30; LEAP DTE is 192 (fails the 270 threshold), so naked-LEAP is not permitted. The correct action is",,,,,0,,0,0,1,
2026-07-07T13:58:24+00:00,NVDA,open_pmcc,,,,,,200.0,,2026-07-15,8,0.247,,1.56,,risk_rejected,approved via scout open-position button,0,0,0,0,2,"open_leap,open_short_call",,,,,,,,,1,0,0,
2026-07-08T12:35:05+00:00,STRC,cover_leap,,,,,,100.0,,2026-07-17,9,0.006,,0.01,,filled,via web,0,0,0,0,1,open_short_call,,,,,,,,,0,0,0,
2026-07-08T12:35:05+00:00,CIFR,roll_short,HOLD,routine,92,20.47,24.0,27.0,2026-07-10,2026-07-17,9,0.012,0.14,0.01,-0.13,board_approved,via web,1,0,0,1,2,"roll_short_call_close,roll_short_call_open","confidence] With spot at $20.47 and the short strike at $24.00, the underlying is 17.3% below the strike — far outside the ±1.5% ATM zone that would trigger a roll concern. The short call carries zero intrinsic value and only $0.14/sh extrinsic, which will decay to $0.00 by Friday expiry if spot remains unchanged. Rolling now costs $14.00/contract to close and forfeits that theta for free; the rol","With spot at $20.47 and the short strike at $24.00, the underlying is 17.3% below the strike — far outside the ±1.5% ATM zone that would trigger a roll concern. The short call carries zero intrinsic value and only $0.14/sh extrinsic, which will decay to $0.00 by Friday expiry if spot remains unchang",20.47,21.865,1.395,0,0,,0,0,1,
2026-07-08T12:35:07+00:00,RKLB,roll_short,HOLD,routine,91,83.41,88.5,94.0,2026-07-10,2026-07-17,9,0.261,1.45,2.0,0.55,board_rejected,approval timeout,1,0,0,0,2,"roll_short_call_close,roll_short_call_open","confidence] Rule 4 (Terminal-DTE Override) governs: with exactly 2 DTE and spot at $83.41 vs strike $88.50, the underlying is 5.9% BELOW the strike — well outside the ±1.5% ATM zone breach threshold. The short is comfortably OTM, all $1.45/sh mark is extrinsic premium decaying to zero by Friday. Roll-vs-wait breakeven requires stock to reach $89.95 (+7.84% from here) by expiry — an implausible mov","Rule 4 (Terminal-DTE Override) governs: with exactly 2 DTE and spot at $83.41 vs strike $88.50, the underlying is 5.9% BELOW the strike — well outside the ±1.5% ATM zone breach threshold. The short is comfortably OTM, all $1.45/sh mark is extrinsic premium decaying to zero by Friday. Roll-vs-wait br",,,,,0,,0,0,1,
2026-07-08T12:35:12+00:00,SMR,roll_short,HOLD,routine,95,8.96,11.0,10.0,2026-07-10,2026-07-17,9,0.282,0.03,0.24,0.21,board_rejected,approval timeout,1,0,0,0,2,"roll_short_call_close,roll_short_call_open","confidence] The Terminal-DTE Override rule applies directly: with 2 DTE and spot at $8.96 vs. $11.00 strike, the underlying is approximately 18.3% below strike — far outside the ±1.5% ATM zone. The short is essentially worthless ($0.03 mark, $3.00 total close cost per contract) and will expire at $0.00 if spot stays anywhere near current levels. The roll-vs-wait breakeven requires spot to reach $1","The Terminal-DTE Override rule applies directly: with 2 DTE and spot at $8.96 vs. $11.00 strike, the underlying is approximately 18.3% below strike — far outside the ±1.5% ATM zone. The short is essentially worthless ($0.03 mark, $3.00 total close cost per contract) and will expire at $0.00 if spot ",,,,,0,,0,0,1,
2026-07-08T12:35:14+00:00,HOOD,roll_short,ROLL_SHORT_EARLY,elevated,87,,108.0,120.0,2026-07-24,2026-07-24,16,0.38,9.83,4.25,-5.58,board_rejected,approval timeout,0,0,1,1,2,"roll_short_call_close,roll_short_call_open","confidence] At 4.5% above the $108 strike, this qualifies as a Major breach (3-8% band), triggering the up-and-out 21 DTE roll at delta 0.30-0.40 with a mandatory credit requirement. The short carries $4.93/sh of extrinsic value, so buying it back now costs real premium, but waiting risks further delta bleed as the short moves deeper ITM and extrinsic erodes while intrinsic grows — the combined PM","At 4.5% above the $108 strike, this qualifies as a Major breach (3-8% band), triggering the up-and-out 21 DTE roll at delta 0.30-0.40 with a mandatory credit requirement. The short carries $4.93/sh of extrinsic value, so buying it back now costs real premium, but waiting risks further delta bleed as",,,,,0,,0,0,1,
